timestamp,x,y,event,score,poops
1743646889.716167,380.0,275.0,keypress_up,0,0
1743646889.731126,380.0,270.0,keypress_up,0,0
1743646889.747786,380.0,265.0,keypress_up,0,0
1743646889.764829,380.0,260.0,keypress_up,0,0
1743646889.781606,380.0,255.0,keypress_up,0,0
1743646889.799238,380.0,250.0,keypress_up,0,0
1743646889.815736,380.0,245.0,keypress_up,0,0
1743646889.8164768,380.0,245.0,"collected_[0.7, 0.1, 0.8, 1.0]",1000,0
1743646889.832481,380.0,240.0,keypress_up,1000,0
1743646889.849803,380.0,235.0,keypress_up,1000,0
1743646889.867074,380.0,230.0,keypress_up,1000,0
1743646889.8841448,380.0,225.0,keypress_up,1000,0
1743646889.900884,380.0,220.0,keypress_up,1000,0
1743646889.918014,380.0,215.0,keypress_up,1000,0
1743646889.9350982,380.0,210.0,keypress_up,1000,0
1743646889.9518259,380.0,205.0,keypress_up,1000,0
1743646889.9687612,380.0,200.0,keypress_up,1000,0
1743646889.988099,380.0,195.0,keypress_up,1000,0
1743646890.002665,380.0,190.0,keypress_up,1000,0
1743646890.0202398,380.0,185.0,keypress_up,1000,0
1743646890.0380092,380.0,180.0,keypress_up,1000,0
1743646890.053705,380.0,175.0,keypress_up,1000,0
1743646890.071077,380.0,170.0,keypress_up,1000,0
1743646890.087407,380.0,165.0,keypress_up,1000,0
1743646890.103847,380.0,160.0,keypress_up,1000,0
1743646890.1212769,380.0,155.0,keypress_up,1000,0
1743646890.137856,380.0,150.0,keypress_up,1000,0
1743646890.1550121,380.0,145.0,keypress_up,1000,0
1743646890.172362,380.0,140.0,keypress_up,1000,0
1743646890.18866,380.0,135.0,keypress_up,1000,0
1743646890.2060869,380.0,130.0,keypress_up,1000,0
1743646890.22452,380.0,125.0,keypress_up,1000,0
1743646890.240302,380.0,120.0,keypress_up,1000,0
1743646890.257138,380.0,115.0,keypress_up,1000,0
1743646890.274081,380.0,110.0,keypress_up,1000,0
1743646890.291473,380.0,105.0,keypress_up,1000,0
1743646890.310292,380.0,100.0,keypress_up,1000,0
1743646890.324862,380.0,95.0,keypress_up,1000,0
1743646890.342423,380.0,90.0,keypress_up,1000,0
1743646890.359454,380.0,85.0,keypress_up,1000,0
1743646890.378156,380.0,80.0,keypress_up,1000,0
1743646890.392569,380.0,75.0,keypress_up,1000,0
1743646890.410583,380.0,70.0,keypress_up,1000,0
1743646890.428141,380.0,65.0,keypress_up,1000,0
1743646890.4450161,380.0,60.0,keypress_up,1000,0
1743646890.464512,380.0,55.0,keypress_up,1000,0
1743646890.480255,380.0,50.0,keypress_up,1000,0
1743646890.497133,380.0,45.0,keypress_up,1000,0
1743646890.514427,380.0,40.0,keypress_up,1000,0
1743646890.531005,380.0,35.0,keypress_up,1000,0
1743646890.5503628,380.0,30.0,keypress_up,1000,0
1743646890.5640142,380.0,25.0,keypress_up,1000,0
1743646890.583317,375.0,25.0,keypress_left,1000,0
1743646890.583764,375.0,20.0,keypress_up,1000,0
1743646890.598327,370.0,20.0,keypress_left,1000,0
1743646890.598725,370.0,15.0,keypress_up,1000,0
1743646890.6146612,365.0,15.0,keypress_left,1000,0
1743646890.6148689,365.0,10.0,keypress_up,1000,0
1743646890.632382,360.0,10.0,keypress_left,1000,0
1743646890.632746,360.0,5.0,keypress_up,1000,0
1743646890.6480489,355.0,5.0,keypress_left,1000,0
1743646890.648475,355.0,0.0,keypress_up,1000,0
1743646890.665076,350.0,0.0,keypress_left,1000,0
1743646890.6654348,350.0,0.0,keypress_up,1000,0
1743646890.6826859,345.0,0.0,keypress_left,1000,0
1743646890.683136,345.0,0.0,"collected_[1.0, 0.9, 0.0, 1.0]",1500,0
1743646890.698601,340.0,0.0,keypress_left,1500,0
1743646890.716091,335.0,0.0,keypress_left,1500,0
1743646890.732406,330.0,0.0,keypress_left,1500,0
1743646890.748681,325.0,0.0,keypress_left,1500,0
1743646890.765611,320.0,0.0,keypress_left,1500,0
1743646890.7833831,315.0,0.0,keypress_left,1500,0
1743646890.920587,320.0,0.0,keypress_right,1500,0
1743646890.936192,325.0,0.0,keypress_right,1500,0
1743646890.95271,330.0,0.0,keypress_right,1500,0
1743646890.969504,335.0,0.0,keypress_right,1500,0
1743646890.98591,340.0,0.0,keypress_right,1500,0
1743646891.003047,345.0,0.0,keypress_right,1500,0
1743646891.019291,350.0,0.0,keypress_right,1500,0
1743646891.036172,355.0,0.0,keypress_right,1500,0
1743646891.0524778,360.0,0.0,keypress_right,1500,0
1743646891.068855,365.0,0.0,keypress_right,1500,0
1743646891.0864298,370.0,0.0,keypress_right,1500,0
1743646891.103612,375.0,0.0,keypress_right,1500,0
1743646891.121326,380.0,0.0,keypress_right,1500,0
1743646891.137934,385.0,0.0,keypress_right,1500,0
1743646891.1554382,390.0,0.0,keypress_right,1500,0
1743646891.171983,395.0,0.0,keypress_right,1500,0
1743646891.19031,400.0,0.0,keypress_right,1500,0
1743646891.205716,405.0,0.0,keypress_right,1500,0
1743646891.222878,410.0,0.0,keypress_right,1500,0
1743646891.240747,415.0,0.0,keypress_right,1500,0
1743646891.258591,420.0,0.0,keypress_right,1500,0
1743646891.2747068,425.0,0.0,keypress_right,1500,0
1743646891.292773,430.0,0.0,keypress_right,1500,0
1743646891.309487,435.0,0.0,keypress_right,1500,0
1743646891.326468,440.0,0.0,keypress_right,1500,0
1743646891.342803,445.0,0.0,keypress_right,1500,0
1743646891.359869,450.0,0.0,keypress_right,1500,0
1743646891.376826,455.0,0.0,keypress_right,1500,0
1743646891.3940392,460.0,0.0,keypress_right,1500,0
1743646891.412704,465.0,0.0,keypress_right,1500,0
1743646891.428482,470.0,0.0,keypress_right,1500,0
1743646891.444821,475.0,0.0,keypress_right,1500,0
1743646891.462137,480.0,0.0,keypress_right,1500,0
1743646891.47887,485.0,0.0,keypress_right,1500,0
1743646891.498065,490.0,0.0,keypress_right,1500,0
1743646891.51314,495.0,0.0,keypress_right,1500,0
1743646891.5299819,500.0,0.0,keypress_right,1500,0
1743646891.546612,505.0,0.0,keypress_right,1500,0
1743646891.564258,510.0,0.0,keypress_right,1500,0
1743646891.582311,515.0,0.0,keypress_right,1500,0
1743646891.5965319,520.0,0.0,keypress_right,1500,0
1743646891.6161542,525.0,0.0,keypress_right,1500,0
1743646891.6307,530.0,0.0,keypress_right,1500,0
1743646891.648422,535.0,0.0,keypress_right,1500,0
1743646891.666404,540.0,0.0,keypress_right,1500,0
1743646891.681737,545.0,0.0,keypress_right,1500,0
1743646891.7010171,550.0,0.0,keypress_right,1500,0
1743646891.701421,550.0,5.0,keypress_down,1500,0
1743646891.716758,555.0,5.0,keypress_right,1500,0
1743646891.71713,555.0,10.0,keypress_down,1500,0
1743646891.734178,560.0,10.0,keypress_right,1500,0
1743646891.73453,560.0,15.0,keypress_down,1500,0
1743646891.750817,565.0,15.0,keypress_right,1500,0
1743646891.751124,565.0,20.0,keypress_down,1500,0
1743646891.767541,570.0,20.0,keypress_right,1500,0
1743646891.7680252,570.0,25.0,keypress_down,1500,0
1743646891.784616,575.0,25.0,keypress_right,1500,0
1743646891.7849731,575.0,30.0,keypress_down,1500,0
1743646891.785408,575.0,30.0,"collected_[0.7, 0.1, 0.8, 1.0]",2500,0
1743646891.802054,580.0,30.0,keypress_right,2500,0
1743646891.802442,580.0,35.0,keypress_down,2500,0
1743646891.818677,585.0,35.0,keypress_right,2500,0
1743646891.819361,585.0,40.0,keypress_down,2500,0
1743646891.8353548,590.0,40.0,keypress_right,2500,0
1743646891.835804,590.0,45.0,keypress_down,2500,0
1743646891.851191,595.0,45.0,keypress_right,2500,0
1743646891.851668,595.0,50.0,keypress_down,2500,0
1743646891.8680372,600.0,50.0,keypress_right,2500,0
1743646891.868418,600.0,55.0,keypress_down,2500,0
1743646891.884505,605.0,55.0,keypress_right,2500,0
1743646891.884912,605.0,60.0,keypress_down,2500,0
1743646891.902364,605.0,65.0,keypress_down,2500,0
1743646891.918807,605.0,70.0,keypress_down,2500,0
1743646891.935431,605.0,75.0,keypress_down,2500,0
1743646891.952281,605.0,80.0,keypress_down,2500,0
1743646891.969503,605.0,85.0,keypress_down,2500,0
1743646891.98507,605.0,90.0,keypress_down,2500,0
1743646892.0016,605.0,95.0,keypress_down,2500,0
1743646892.019053,605.0,100.0,keypress_down,2500,0
1743646892.035147,605.0,105.0,keypress_down,2500,0
1743646892.051758,605.0,110.0,keypress_down,2500,0
1743646892.069091,605.0,115.0,keypress_down,2500,0
1743646892.086066,605.0,120.0,keypress_down,2500,0
1743646892.103434,605.0,125.0,keypress_down,2500,0
1743646892.119104,605.0,130.0,keypress_down,2500,0
1743646892.13569,605.0,135.0,keypress_down,2500,0
1743646892.152707,605.0,140.0,keypress_down,2500,0
1743646892.169587,605.0,145.0,keypress_down,2500,0
1743646892.187285,605.0,150.0,keypress_down,2500,0
